PartitionKey,RowKey,Gemeente,Provincie,Postcode
5563,Westerhoven,Bergeijk,Noord Brabant,5563
5570,Bergeijk,Bergeijk,Noord Brabant,5570
5571,Bergeijk,Bergeijk,Noord Brabant,5571
5575,Luijksgestel,Bergeijk,Noord Brabant,5575
5580,Waalre,Waalre,Noord Brabant,5580
5581,Waalre,Waalre,Noord Brabant,5581
5582,Waalre,Waalre,Noord Brabant,5582
5583,Waalre,Waalre,Noord Brabant,5583
5590,Heeze,Heeze Leende,Noord Brabant,5590
5591,Heeze,Heeze Leende,Noord Brabant,5591
5595,Leende,Heeze Leende,Noord Brabant,5595
5600,Eindhoven,Eindhoven,Noord Brabant,5600
5601,Eindhoven,Eindhoven,Noord Brabant,5601
5602,Eindhoven,Eindhoven,Noord Brabant,5602
5603,Eindhoven,Eindhoven,Noord Brabant,5603
5604,Eindhoven,Eindhoven,Noord Brabant,5604
5605,Eindhoven,Eindhoven,Noord Brabant,5605
5611,Eindhoven,Eindhoven,Noord Brabant,5611
5612,Eindhoven,Eindhoven,Noord Brabant,5612
5613,Eindhoven,Eindhoven,Noord Brabant,5613
5614,Eindhoven,Eindhoven,Noord Brabant,5614
5615,Eindhoven,Eindhoven,Noord Brabant,5615
5616,Eindhoven,Eindhoven,Noord Brabant,5616
5621,Eindhoven,Eindhoven,Noord Brabant,5621
5622,Eindhoven,Eindhoven,Noord Brabant,5622
5623,Eindhoven,Eindhoven,Noord Brabant,5623
5624,Eindhoven,Eindhoven,Noord Brabant,5624
5625,Eindhoven,Eindhoven,Noord Brabant,5625
5626,Eindhoven,Eindhoven,Noord Brabant,5626
5627,Eindhoven,Eindhoven,Noord Brabant,5627
5628,Eindhoven,Eindhoven,Noord Brabant,5628
5629,Eindhoven,Eindhoven,Noord Brabant,5629
5631,Eindhoven,Eindhoven,Noord Brabant,5631
5632,Eindhoven,Eindhoven,Noord Brabant,5632
5633,Eindhoven,Eindhoven,Noord Brabant,5633
5641,Eindhoven,Eindhoven,Noord Brabant,5641
5642,Eindhoven,Eindhoven,Noord Brabant,5642
5643,Eindhoven,Eindhoven,Noord Brabant,5643
5644,Eindhoven,Eindhoven,Noord Brabant,5644
5645,Eindhoven,Eindhoven,Noord Brabant,5645
5646,Eindhoven,Eindhoven,Noord Brabant,5646
5647,Eindhoven,Eindhoven,Noord Brabant,5647
5651,Eindhoven,Eindhoven,Noord Brabant,5651
5652,Eindhoven,Eindhoven,Noord Brabant,5652
5653,Eindhoven,Eindhoven,Noord Brabant,5653
5654,Eindhoven,Eindhoven,Noord Brabant,5654
5655,Eindhoven,Eindhoven,Noord Brabant,5655
5656,Eindhoven,Eindhoven,Noord Brabant,5656
5657,Eindhoven,Eindhoven,Noord Brabant,5657
5658,Eindhoven,Eindhoven,Noord Brabant,5658
5660,Geldrop,Geldrop Mierlo,Noord Brabant,5660
5661,Geldrop,Geldrop Mierlo,Noord Brabant,5661
5662,Geldrop,Geldrop Mierlo,Noord Brabant,5662
5663,Geldrop,Geldrop Mierlo,Noord Brabant,5663
5664,Geldrop,Geldrop Mierlo,Noord Brabant,5664
5665,Geldrop,Geldrop Mierlo,Noord Brabant,5665
5666,Geldrop,Geldrop Mierlo,Noord Brabant,5666
5667,Geldrop,Geldrop Mierlo,Noord Brabant,5667
5670,Nuenen,Nuenen,Noord Brabant,5670
5671,Nuenen,Nuenen,Noord Brabant,5671
5672,Nuenen,Nuenen,Noord Brabant,5672
5673,Nuenen,Nuenen,Noord Brabant,5673
5674,Nuenen,Nuenen,Noord Brabant,5674
5680,Best,Best,Noord Brabant,5680
5681,Best,Best,Noord Brabant,5681
5682,Best,Best,Noord Brabant,5682
5683,Best,Best,Noord Brabant,5683
5684,Best,Best,Noord Brabant,5684
5685,Best,Best,Noord Brabant,5685
5688,Oirschot,Oirschot,Noord Brabant,5688
5689,Oirschot,Oirschot,Noord Brabant,5689
5690,Son,Son en Breugel,Noord Brabant,5690
5691,Son,Son en Breugel,Noord Brabant,5691
5692,Son,Son en Breugel,Noord Brabant,5692
5694,Breugel,Son en Breugel,Noord Brabant,5694
5700,Helmond,Helmond,Noord Brabant,5700
5701,Helmond,Helmond,Noord Brabant,5701
5702,Helmond,Helmond,Noord Brabant,5702
5703,Helmond,Helmond,Noord Brabant,5703
5704,Helmond,Helmond,Noord Brabant,5704
5705,Helmond,Helmond,Noord Brabant,5705
5706,Helmond,Helmond,Noord Brabant,5706
5707,Helmond,Helmond,Noord Brabant,5707
5708,Helmond,Helmond,Noord Brabant,5708
5709,Helmond,Helmond,Noord Brabant,5709
5710,Someren,Someren,Noord Brabant,5710
5711,Someren,Someren,Noord Brabant,5711
5712,Someren,Someren,Noord Brabant,5712
5715,Lierop,Someren,Noord Brabant,5715
5720,Asten,Asten,Noord Brabant,5720
5721,Asten,Asten,Noord Brabant,5721
5724,Ommel,Asten,Noord Brabant,5724
5725,Heusden Gemeente Asten,Asten,Noord Brabant,5725
5730,Mierlo,Geldrop Mierlo,Noord Brabant,5730
5731,Mierlo,Geldrop Mierlo,Noord Brabant,5731
5735,Aarle Rixtel,Laarbeek,Noord Brabant,5735
5737,Lieshout,Laarbeek,Noord Brabant,5737
5738,Mariahout,Laarbeek,Noord Brabant,5738
5740,Beek en Donk,Laarbeek,Noord Brabant,5740
5741,Beek en Donk,Laarbeek,Noord Brabant,5741
5750,Deurne,Deurne,Noord Brabant,5750
5751,Deurne,Deurne,Noord Brabant,5751
5752,Deurne,Deurne,Noord Brabant,5752
5753,Deurne,Deurne,Noord Brabant,5753
5754,Deurne,Deurne,Noord Brabant,5754
5756,Vlierden,Deurne,Noord Brabant,5756
5757,Liessel,Deurne,Noord Brabant,5757
5758,Neerkant,Deurne,Noord Brabant,5758
5759,Helenaveen,Deurne,Noord Brabant,5759
5760,Bakel,Gemert Bakel,Noord Brabant,5760
5761,Bakel,Gemert Bakel,Noord Brabant,5761
5763,Milheeze,Gemert Bakel,Noord Brabant,5763
5764,De Rips,Gemert Bakel,Noord Brabant,5764
5766,Griendtsveen,Horst aan de Maas,Limburg,5766
5768,Meijel,Meijel,Limburg,5768
5800,Venray,Venray,Limburg,5800
5801,Venray,Venray,Limburg,5801
5802,Venray,Venray,Limburg,5802
5803,Venray,Venray,Limburg,5803
5804,Venray,Venray,Limburg,5804
5807,Oostrum (LB),Venray,Limburg,5807
5808,Oirlo,Venray,Limburg,5808
5809,Leunen,Venray,Limburg,5809
5811,Castenraij,Venray,Limburg,5811
5812,Heide,Venray,Limburg,5812
5813,IJsselsteijn (LB),Venray,Limburg,5813
5814,Veulen,Venray,Limburg,5814
5815,Merselo,Venray,Limburg,5815
5816,Vredepeel,Venray,Limburg,5816
5817,Smakt,Venray,Limburg,5817
5820,Vierlingsbeek,Boxmeer,Noord Brabant,5820
5821,Vierlingsbeek,Boxmeer,Noord Brabant,5821
5823,Maashees,Boxmeer,Noord Brabant,5823
5824,Holthees,Boxmeer,Noord Brabant,5824
5825,Overloon,Boxmeer,Noord Brabant,5825
5826,Groeningen,Boxmeer,Noord Brabant,5826
5827,Vortum Mullem,Boxmeer,Noord Brabant,5827
5830,Boxmeer,Boxmeer,Noord Brabant,5830
5831,Boxmeer,Boxmeer,Noord Brabant,5831
5835,Beugen,Boxmeer,Noord Brabant,5835
5836,Sambeek,Boxmeer,Noord Brabant,5836
5840,Oploo,Sint Anthonis,Noord Brabant,5840
5841,Oploo,Sint Anthonis,Noord Brabant,5841
5843,Westerbeek,Sint Anthonis,Noord Brabant,5843
5844,Stevensbeek,Sint Anthonis,Noord Brabant,5844
5845,Sint Anthonis,Sint Anthonis,Noord Brabant,5845
5846,Ledeacker,Sint Anthonis,Noord Brabant,5846
5850,Afferden (LB),Bergen (LB),Limburg,5850
5851,Afferden (LB),Bergen (LB),Limburg,5851
5853,Siebengewald,Bergen (LB),Limburg,5853
5854,Bergen (LB),Bergen (LB),Limburg,5854
5855,Well (LB),Bergen (LB),Limburg,5855
5856,Wellerlooi,Bergen (LB),Limburg,5856
5860,Wanssum,Meerlo Wanssum,Limburg,5860
5861,Wanssum,Meerlo Wanssum,Limburg,5861
5862,Geijsteren,Meerlo Wanssum,Limburg,5862
5863,Blitterswijck,Meerlo Wanssum,Limburg,5863
5864,Meerlo,Meerlo Wanssum,Limburg,5864
5865,Tienraij,Meerlo Wanssum,Limburg,5865
5866,Swolgen,Meerlo Wanssum,Limburg,5866
5870,Broekhuizenvorst,Horst aan de Maas,Limburg,5870
5871,Broekhuizenvorst,Horst aan de Maas,Limburg,5871
5872,Broekhuizen (LB),Horst aan de Maas,Limburg,5872
5900,Venlo,Venlo,Limburg,5900
5901,Venlo,Venlo,Limburg,5901
5902,Venlo,Venlo,Limburg,5902
5911,Venlo,Venlo,Limburg,5911
5912,Venlo,Venlo,Limburg,5912
5913,Venlo,Venlo,Limburg,5913
5914,Venlo,Venlo,Limburg,5914
5915,Venlo,Venlo,Limburg,5915
5916,Venlo,Venlo,Limburg,5916
5921,Venlo,Venlo,Limburg,5921
5922,Venlo,Venlo,Limburg,5922
5923,Venlo,Venlo,Limburg,5923
5924,Venlo,Venlo,Limburg,5924
5925,Venlo,Venlo,Limburg,5925
5926,Venlo,Venlo,Limburg,5926
5927,Venlo,Venlo,Limburg,5927
5928,Venlo,Venlo,Limburg,5928
5930,Tegelen,Venlo,Limburg,5930
5931,Tegelen,Venlo,Limburg,5931
5932,Tegelen,Venlo,Limburg,5932
5935,Steijl,Venlo,Limburg,5935
5940,Velden,Arcen en Velden,Limburg,5940
5941,Velden,Arcen en Velden,Limburg,5941
5943,Lomm,Arcen en Velden,Limburg,5943
5944,Arcen,Arcen en Velden,Limburg,5944
5950,Belfeld,Venlo,Limburg,5950
5951,Belfeld,Venlo,Limburg,5951
5953,Reuver,Beesel,Limburg,5953
5954,Beesel,Beesel,Limburg,5954
5960,Horst,Horst aan de Maas,Limburg,5960
5961,Horst,Horst aan de Maas,Limburg,5961
5962,Melderslo,Horst aan de Maas,Limburg,5962
5963,Hegelsom,Horst aan de Maas,Limburg,5963
5964,Meterik,Horst aan de Maas,Limburg,5964
5966,America,Horst aan de Maas,Limburg,5966
5970,Grubbenvorst,Horst aan de Maas,Limburg,5970
5971,Grubbenvorst,Horst aan de Maas,Limburg,5971
5973,Lottum,Horst aan de Maas,Limburg,5973
5975,Sevenum,Sevenum,Limburg,5975
5976,Kronenberg,Sevenum,Limburg,5976
5977,Evertsoord,Sevenum,Limburg,5977
5980,Panningen,Helden,Limburg,5980
5981,Panningen,Helden,Limburg,5981
5984,Koningslust,Helden,Limburg,5984
5985,Grashoek,Helden,Limburg,5985
5986,Beringe,Helden,Limburg,5986
5987,Egchel,Helden,Limburg,5987
5988,Helden,Helden,Limburg,5988
5990,Baarlo (LB),Maasbree,Limburg,5990
5991,Baarlo (LB),Maasbree,Limburg,5991
5993,Maasbree,Maasbree,Limburg,5993
5995,Kessel (LB),Kessel,Limburg,5995
6000,Weert,Weert,Limburg,6000
6001,Weert,Weert,Limburg,6001
6002,Weert,Weert,Limburg,6002
6003,Weert,Weert,Limburg,6003
6004,Weert,Weert,Limburg,6004
6005,Weert,Weert,Limburg,6005
6006,Weert,Weert,Limburg,6006
6010,Ell,Hunsel,Limburg,6010
6011,Ell,Hunsel,Limburg,6011
6012,Haler,Hunsel,Limburg,6012
6013,Hunsel,Hunsel,Limburg,6013
6014,Ittervoort,Hunsel,Limburg,6014
6015,Neeritter,Hunsel,Limburg,6015
6017,Thorn,Thorn,Limburg,6017
6019,Wessem,Heel,Limburg,6019
6020,Budel,Cranendonck,Noord Brabant,6020
6021,Budel,Cranendonck,Noord Brabant,6021
6023,Budel Schoot,Cranendonck,Noord Brabant,6023
6024,Budel Dorplein,Cranendonck,Noord Brabant,6024
6026,Maarheeze,Cranendonck,Noord Brabant,6026
6027,Soerendonk,Cranendonck,Noord Brabant,6027
6028,Gastel,Cranendonck,Noord Brabant,6028
6029,Sterksel,Heeze Leende,Noord Brabant,6029
6030,Nederweert,Nederweert,Limburg,6030
6031,Nederweert,Nederweert,Limburg,6031
6034,Nederweert Eind,Nederweert,Limburg,6034
6035,Ospel,Nederweert,Limburg,6035
6037,Kelpen Oler,Heythuysen,Limburg,6037
6039,Stramproy,Weert,Limburg,6039
6040,Roermond,Roermond,Limburg,6040
6041,Roermond,Roermond,Limburg,6041
6042,Roermond,Roermond,Limburg,6042
6043,Roermond,Roermond,Limburg,6043
6044,Roermond,Roermond,Limburg,6044
6045,Roermond,Roermond,Limburg,6045
6049,Herten,Roermond,Limburg,6049
6050,Maasbracht,Maasbracht,Limburg,6050
6051,Maasbracht,Maasbracht,Limburg,6051
6060,Posterholt,Ambt Montfort,Limburg,6060
6061,Posterholt,Ambt Montfort,Limburg,6061
6063,Vlodrop,Roerdalen,Limburg,6063
6065,Montfort,Ambt Montfort,Limburg,6065
6067,Linne,Maasbracht,Limburg,6067
6070,Swalmen,Swalmen,Limburg,6070
6071,Swalmen,Swalmen,Limburg,6071
6074,Melick,Roerdalen,Limburg,6074
6075,Herkenbosch,Roerdalen,Limburg,6075
6077,Sint Odilienberg,Ambt Montfort,Limburg,6077
6080,Haelen,Haelen,Limburg,6080
6081,Haelen,Haelen,Limburg,6081
6082,Buggenum,Haelen,Limburg,6082
6083,Nunhem,Haelen,Limburg,6083
6085,Horn,Haelen,Limburg,6085
6086,Neer,Roggel en Neer,Limburg,6086
6088,Roggel,Roggel en Neer,Limburg,6088
6089,Heibloem,Roggel en Neer,Limburg,6089
6091,Leveroij,Nederweert,Limburg,6091
6092,Leveroij,Nederweert,Limburg,6092
6093,Heijthuijsen,Heythuysen,Limburg,6093
6095,Baexem,Heythuysen,Limburg,6095
6096,Grathem,Heythuysen,Limburg,6096
6097,Heel,Heel,Limburg,6097
6099,Beegden,Heel,Limburg,6099
6100,Echt,Echt Susteren,Limburg,6100
6101,Echt,Echt Susteren,Limburg,6101
6102,Echt,Echt Susteren,Limburg,6102
6104,Koningsbosch,Echt Susteren,Limburg,6104
6105,Maria Hoop,Echt Susteren,Limburg,6105
6107,Stevensweert,Maasbracht,Limburg,6107
6109,Ohe En Laak,Maasbracht,Limburg,6109
6111,Sint Joost,Echt Susteren,Limburg,6111
6112,Sint Joost,Echt Susteren,Limburg,6112
6114,Susteren,Echt Susteren,Limburg,6114
6116,Roosteren,Echt Susteren,Limburg,6116
6118,Nieuwstadt,Echt Susteren,Limburg,6118
6120,Born,Sittard Geleen,Limburg,6120
6121,Born,Sittard Geleen,Limburg,6121
6122,Buchten,Sittard Geleen,Limburg,6122
6123,Holtum,Sittard Geleen,Limburg,6123
6124,Papenhoven,Sittard Geleen,Limburg,6124
6125,Obbicht,Sittard Geleen,Limburg,6125
6127,Grevenbicht,Sittard Geleen,Limburg,6127
6129,Urmond,Stein,Limburg,6129
6130,Sittard,Sittard Geleen,Limburg,6130
6131,Sittard,Sittard Geleen,Limburg,6131
6132,Sittard,Sittard Geleen,Limburg,6132
6133,Sittard,Sittard Geleen,Limburg,6133
6134,Sittard,Sittard Geleen,Limburg,6134
6135,Sittard,Sittard Geleen,Limburg,6135
6136,Sittard,Sittard Geleen,Limburg,6136
6137,Sittard,Sittard Geleen,Limburg,6137
6140,Limbricht,Sittard Geleen,Limburg,6140
6141,Limbricht,Sittard Geleen,Limburg,6141
6142,Einighausen,Sittard Geleen,Limburg,6142
6143,Guttecoven,Sittard Geleen,Limburg,6143
6150,Munstergeleen,Sittard Geleen,Limburg,6150
6151,Munstergeleen,Sittard Geleen,Limburg,6151
6153,Windraak,Sittard Geleen,Limburg,6153
6155,Puth,Schinnen,Limburg,6155
6160,Geleen,Sittard Geleen,Limburg,6160
6161,Geleen,Sittard Geleen,Limburg,6161
6162,Geleen,Sittard Geleen,Limburg,6162
6163,Geleen,Sittard Geleen,Limburg,6163
6164,Geleen,Sittard Geleen,Limburg,6164
6165,Geleen,Sittard Geleen,Limburg,6165
6166,Geleen,Sittard Geleen,Limburg,6166
6167,Geleen,Sittard Geleen,Limburg,6167
6170,Stein (LB),Stein,Limburg,6170
6171,Stein (LB),Stein,Limburg,6171
6174,Sweikhuizen,Schinnen,Limburg,6174
6176,Spaubeek,Beek,Limburg,6176
6180,Elsloo (LB),Stein,Limburg,6180
6181,Elsloo (LB),Stein,Limburg,6181
6190,Beek (LB),Beek,Limburg,6190
6191,Beek (LB),Beek,Limburg,6191
6199,Maastricht Airport,Beek,Limburg,6199
6200,Maastricht,Maastricht,Limburg,6200
6201,Maastricht,Maastricht,Limburg,6201
6202,Maastricht,Maastricht,Limburg,6202
6203,Maastricht,Maastricht,Limburg,6203
6211,Maastricht,Maastricht,Limburg,6211
6212,Maastricht,Maastricht,Limburg,6212
6213,Maastricht,Maastricht,Limburg,6213
6214,Maastricht,Maastricht,Limburg,6214
6215,Maastricht,Maastricht,Limburg,6215
6216,Maastricht,Maastricht,Limburg,6216
6217,Maastricht,Maastricht,Limburg,6217
6218,Maastricht,Maastricht,Limburg,6218
6219,Maastricht,Maastricht,Limburg,6219
6221,Maastricht,Maastricht,Limburg,6221
6222,Maastricht,Maastricht,Limburg,6222
6223,Maastricht,Maastricht,Limburg,6223
6224,Maastricht,Maastricht,Limburg,6224
6225,Maastricht,Maastricht,Limburg,6225
6226,Maastricht,Maastricht,Limburg,6226
6227,Maastricht,Maastricht,Limburg,6227
6228,Maastricht,Maastricht,Limburg,6228
6229,Maastricht,Maastricht,Limburg,6229
6230,Meerssen,Meerssen,Limburg,6230
6231,Meerssen,Meerssen,Limburg,6231
6235,Ulestraten,Meerssen,Limburg,6235
6237,Moorveld,Meerssen,Limburg,6237
6240,Bunde,Meerssen,Limburg,6240
6241,Bunde,Meerssen,Limburg,6241
6243,Geulle,Meerssen,Limburg,6243
6245,Eijsden,Eijsden,Limburg,6245
6247,Gronsveld,Eijsden,Limburg,6247
6251,Eckelrade,Margraten,Limburg,6251
6252,Eckelrade,Margraten,Limburg,6252
6255,Noorbeek,Margraten,Limburg,6255
6260,Mheer,Margraten,Limburg,6260
6261,Mheer,Margraten,Limburg,6261
6262,Banholt,Margraten,Limburg,6262
6265,Sint Geertruid,Margraten,Limburg,6265
6267,Cadier En Keer,Margraten,Limburg,6267
6268,Bemelen,Margraten,Limburg,6268
6269,Margraten,Margraten,Limburg,6269
6270,Gulpen,Gulpen Wittem,Limburg,6270
6271,Gulpen,Gulpen Wittem,Limburg,6271
6273,Ingber,Gulpen Wittem,Limburg,6273
6274,Reijmerstok,Gulpen Wittem,Limburg,6274
6276,Heijenrath,Gulpen Wittem,Limburg,6276
6277,Slenaken,Gulpen Wittem,Limburg,6277
6278,Beutenaken,Gulpen Wittem,Limburg,6278
6280,Mechelen,Gulpen Wittem,Limburg,6280
6281,Mechelen,Gulpen Wittem,Limburg,6281
6285,Epen,Gulpen Wittem,Limburg,6285
6286,Wittem,Gulpen Wittem,Limburg,6286
6287,Eijs,Gulpen Wittem,Limburg,6287
6289,Elkenrade,Gulpen Wittem,Limburg,6289
6290,Vaals,Vaals,Limburg,6290
6291,Vaals,Vaals,Limburg,6291
6294,Vijlen,Vaals,Limburg,6294
6295,Lemiers,Vaals,Limburg,6295
6300,Valkenburg (LB),Valkenburg aan de Geul,Limburg,6300
6301,Valkenburg (LB),Valkenburg aan de Geul,Limburg,6301
6305,Schin Op Geul,Valkenburg aan de Geul,Limburg,6305
6307,Scheulder,Margraten,Limburg,6307
6311,Ransdaal,Voerendaal,Limburg,6311
6312,Ransdaal,Voerendaal,Limburg,6312
6320,Wijlre,Gulpen Wittem,Limburg,6320
6321,Wijlre,Gulpen Wittem,Limburg,6321
6325,Berg En Terblijt,Valkenburg aan de Geul,Limburg,6325
6333,Schimmert,Nuth,Limburg,6333
6336,Hulsberg,Nuth,Limburg,6336
6341,Walem,Valkenburg aan de Geul,Limburg,6341
6342,Walem,Valkenburg aan de Geul,Limburg,6342
6343,Klimmen,Voerendaal,Limburg,6343
6350,Bocholtz,Simpelveld,Limburg,6350
6351,Bocholtz,Simpelveld,Limburg,6351
6353,Baneheide,Simpelveld,Limburg,6353
6360,Nuth,Nuth,Limburg,6360
6361,Nuth,Nuth,Limburg,6361
6363,Wijnandsrade,Nuth,Limburg,6363
6365,Schinnen,Schinnen,Limburg,6365
6367,Voerendaal,Voerendaal,Limburg,6367
6369,Simpelveld,Simpelveld,Limburg,6369
6370,Landgraaf,Landgraaf,Limburg,6370
6371,Landgraaf,Landgraaf,Limburg,6371
6372,Landgraaf,Landgraaf,Limburg,6372
6373,Landgraaf,Landgraaf,Limburg,6373
6374,Landgraaf,Landgraaf,Limburg,6374
6400,Heerlen,Heerlen,Limburg,6400
6401,Heerlen,Heerlen,Limburg,6401
6411,Heerlen,Heerlen,Limburg,6411
6412,Heerlen,Heerlen,Limburg,6412
6413,Heerlen,Heerlen,Limburg,6413
6414,Heerlen,Heerlen,Limburg,6414
6415,Heerlen,Heerlen,Limburg,6415
6416,Heerlen,Heerlen,Limburg,6416
6417,Heerlen,Heerlen,Limburg,6417
6418,Heerlen,Heerlen,Limburg,6418
6419,Heerlen,Heerlen,Limburg,6419
6421,Heerlen,Heerlen,Limburg,6421
6422,Heerlen,Heerlen,Limburg,6422
6430,Hoensbroek,Heerlen,Limburg,6430
6431,Hoensbroek,Heerlen,Limburg,6431
6432,Hoensbroek,Heerlen,Limburg,6432
6433,Hoensbroek,Heerlen,Limburg,6433
6436,Amstenrade,Schinnen,Limburg,6436
6438,Oirsbeek,Schinnen,Limburg,6438
6439,Doenrade,Schinnen,Limburg,6439
6440,Brunssum,Brunssum,Limburg,6440
6441,Brunssum,Brunssum,Limburg,6441
6442,Brunssum,Brunssum,Limburg,6442
6443,Brunssum,Brunssum,Limburg,6443
6444,Brunssum,Brunssum,Limburg,6444
6445,Brunssum,Brunssum,Limburg,6445
6446,Brunssum,Brunssum,Limburg,6446
6447,Merkelbeek,Onderbanken,Limburg,6447
6450,Schinveld,Onderbanken,Limburg,6450
6451,Schinveld,Onderbanken,Limburg,6451
6454,Jabeek,Onderbanken,Limburg,6454
6456,Bingelrade,Onderbanken,Limburg,6456
6460,Kerkrade,Kerkrade,Limburg,6460
6461,Kerkrade,Kerkrade,Limburg,6461
6462,Kerkrade,Kerkrade,Limburg,6462
6463,Kerkrade,Kerkrade,Limburg,6463
6464,Kerkrade,Kerkrade,Limburg,6464
6465,Kerkrade,Kerkrade,Limburg,6465
6466,Kerkrade,Kerkrade,Limburg,6466
6467,Kerkrade,Kerkrade,Limburg,6467
6468,Kerkrade,Kerkrade,Limburg,6468
6469,Kerkrade,Kerkrade,Limburg,6469
6470,Eijgelshoven,Kerkrade,Limburg,6470
6471,Eijgelshoven,Kerkrade,Limburg,6471
6500,Nijmegen,Nijmegen,Gelderland,6500
6501,Nijmegen,Nijmegen,Gelderland,6501
6503,Nijmegen,Nijmegen,Gelderland,6503
6504,Nijmegen,Nijmegen,Gelderland,6504
6511,Nijmegen,Nijmegen,Gelderland,6511
6512,Nijmegen,Nijmegen,Gelderland,6512
6521,Nijmegen,Nijmegen,Gelderland,6521
6522,Nijmegen,Nijmegen,Gelderland,6522
6523,Nijmegen,Nijmegen,Gelderland,6523
6524,Nijmegen,Nijmegen,Gelderland,6524
6525,Nijmegen,Nijmegen,Gelderland,6525
6531,Nijmegen,Nijmegen,Gelderland,6531
6532,Nijmegen,Nijmegen,Gelderland,6532
6533,Nijmegen,Nijmegen,Gelderland,6533
6534,Nijmegen,Nijmegen,Gelderland,6534
6535,Nijmegen,Nijmegen,Gelderland,6535
6536,Nijmegen,Nijmegen,Gelderland,6536
6537,Nijmegen,Nijmegen,Gelderland,6537
6538,Nijmegen,Nijmegen,Gelderland,6538
6541,Nijmegen,Nijmegen,Gelderland,6541
6542,Nijmegen,Nijmegen,Gelderland,6542
6543,Nijmegen,Nijmegen,Gelderland,6543
6544,Nijmegen,Nijmegen,Gelderland,6544
6545,Nijmegen,Nijmegen,Gelderland,6545
6546,Nijmegen,Nijmegen,Gelderland,6546
6550,Weurt,Beuningen,Gelderland,6550
6551,Weurt,Beuningen,Gelderland,6551
6560,Groesbeek,Groesbeek,Gelderland,6560
6561,Groesbeek,Groesbeek,Gelderland,6561
6562,Groesbeek,Groesbeek,Gelderland,6562
6564,Heilig Landstichting,Groesbeek,Gelderland,6564
6566,Millingen aan den Rijn,Millingen aan de Rijn,Gelderland,6566
6570,Berg En Dal,Groesbeek,Gelderland,6570
6571,Berg En Dal,Groesbeek,Gelderland,6571
6572,Berg En Dal,Ubbergen,Gelderland,6572
6573,Beek Ubbergen,Ubbergen,Gelderland,6573
6574,Ubbergen,Ubbergen,Gelderland,6574
6575,Persingen,Ubbergen,Gelderland,6575
6576,Ooij,Ubbergen,Gelderland,6576
6577,Erlecom,Ubbergen,Gelderland,6577
6578,Leuth,Ubbergen,Gelderland,6578
6579,Kekerdom,Ubbergen,Gelderland,6579
6580,Malden,Heumen,Gelderland,6580
6581,Malden,Heumen,Gelderland,6581
6582,Heumen,Heumen,Gelderland,6582
6584,Molenhoek (LB),Mook en Middelaar,Limburg,6584
6585,Mook,Mook en Middelaar,Limburg,6585
6586,Plasmolen,Mook en Middelaar,Limburg,6586
6587,Middelaar,Mook en Middelaar,Limburg,6587
6590,Gennep,Gennep,Limburg,6590
6591,Gennep,Gennep,Limburg,6591
6595,Ottersum,Gennep,Limburg,6595
6596,Milsbeek,Gennep,Limburg,6596
6598,Heijen,Gennep,Limburg,6598
6600,Wijchen,Wijchen,Gelderland,6600
6601,Wijchen,Wijchen,Gelderland,6601
6602,Wijchen,Wijchen,Gelderland,6602
6603,Wijchen,Wijchen,Gelderland,6603
6604,Wijchen,Wijchen,Gelderland,6604
6605,Wijchen,Wijchen,Gelderland,6605
6606,Niftrik,Wijchen,Gelderland,6606
6610,Overasselt,Heumen,Gelderland,6610
6611,Overasselt,Heumen,Gelderland,6611
6612,Nederasselt,Heumen,Gelderland,6612
6613,Balgoij,Wijchen,Gelderland,6613
6615,Leur,Wijchen,Gelderland,6615
6616,Hernen,Wijchen,Gelderland,6616
6617,Bergharen,Wijchen,Gelderland,6617
6620,Dreumel,West Maas en Waal,Gelderland,6620
6621,Dreumel,West Maas en Waal,Gelderland,6621
6624,Heerewaarden,Maasdriel,Gelderland,6624
6626,Alphen (GLD),West Maas en Waal,Gelderland,6626
6627,Maasbommel,West Maas en Waal,Gelderland,6627
6628,Altforst,West Maas en Waal,Gelderland,6628
6629,Appeltern,West Maas en Waal,Gelderland,6629
6630,Horssen,Druten,Gelderland,6630
6631,Horssen,Druten,Gelderland,6631
6634,Batenburg,Wijchen,Gelderland,6634
6640,Beuningen (GLD),Beuningen,Gelderland,6640
6641,Beuningen (GLD),Beuningen,Gelderland,6641
6642,Beuningen (GLD),Beuningen,Gelderland,6642
6644,Ewijk,Beuningen,Gelderland,6644
6645,Winssen,Beuningen,Gelderland,6645
6650,Druten,Druten,Gelderland,6650
6651,Druten,Druten,Gelderland,6651
6652,Druten,Druten,Gelderland,6652
6653,Deest,Druten,Gelderland,6653
6654,Afferden (GLD),Druten,Gelderland,6654
6655,Puiflijk,Druten,Gelderland,6655
6657,Boven Leeuwen,West Maas en Waal,Gelderland,6657
6658,Beneden Leeuwen,West Maas en Waal,Gelderland,6658
6659,Wamel,West Maas en Waal,Gelderland,6659
6660,Elst (GLD),Overbetuwe,Gelderland,6660
6661,Elst (GLD),Overbetuwe,Gelderland,6661
6662,Elst (GLD),Overbetuwe,Gelderland,6662
6663,Lent,Nijmegen,Gelderland,6663
6665,Driel,Overbetuwe,Gelderland,6665
6666,Heteren,Overbetuwe,Gelderland,6666
6668,Randwijk,Overbetuwe,Gelderland,6668
6669,Dodewaard,Neder Betuwe,Gelderland,6669
6670,Zetten,Overbetuwe,Gelderland,6670
